GEO.id,GEO.id2,GEO.display-label,,,,,,HC01_VC03,HC02_VC03,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC50,HC02_VC50,HC01_VC64,HC02_VC64,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC84,HC02_VC84,HC03_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC120,HC02_VC120,HC03_VC120,HC04_VC120,HC01_VC121,HC02_VC121,HC03_VC121,HC04_VC121,HC01_VC122,HC02_VC122,HC03_VC122,HC04_VC122,HC01_VC123,HC02_VC123,HC03_VC123,HC04_VC123,HC01_VC124,HC02_VC124,HC03_VC124,HC04_VC124,HC01_VC125,HC02_VC125,HC03_VC125,HC04_VC125,HC01_VC126,HC02_VC126,HC03_VC126,HC04_VC126,HC01_VC127,HC02_VC127,HC03_VC127,HC04_VC127,HC01_VC128,HC02_VC128
0500000US36045,36045,"Jefferson County, New York",,,,,,59547,259,59547,259,34043,641,57.2,1.1,3810,374,6.4,0.6,3247,398,5.5,0.7,4348,410,7.3,0.7,3009,351,5.1,0.6,996,187,1.7,0.3,2579,274,4.3,0.5,5.4,0.1,43206,653,2.63,0.05,2.44,0.06,43206,653,43206,3749,354,8.7,0.8,2243,267,9.3,1.1,4170,334,17.4,1.3,5652,347,23.5,1.4,5048,347,21,1.4,4431,356,18.5,1.3,1660,227,6.9,1,624,164,2.6,0.7,184,69,0.8,0.3,149300,3782
0500000US36047,36047,"Kings County, New York",,,,,,1028383,828,1028383,828,53660,1246,5.2,0.1,88807,1523,8.6,0.1,184397,2437,17.9,0.2,172855,2600,16.8,0.3,110392,1754,10.7,0.2,59299,1678,5.8,0.2,356928,2371,34.7,0.2,4,0.1,944650,2565,3.06,0.02,2.61,0.01,944650,2565,944650,524172,3269,55.5,0.3,7284,448,2.6,0.2,4269,379,1.5,0.1,5025,377,1.8,0.1,5863,443,2.1,0.2,17639,752,6.2,0.3,63042,1429,22.2,0.5,123614,1784,43.6,0.5,57016,1329,20.1,0.4,623900,3713
0500000US36049,36049,"Lewis County, New York",,,,,,15519,98,15519,98,12200,242,78.6,1.5,101,48,0.7,0.3,497,133,3.2,0.9,457,121,2.9,0.8,126,52,0.8,0.3,69,30,0.4,0.2,156,47,1,0.3,5.3,0.1,10236,237,2.67,0.07,2.29,0.15,10236,237,10236,498,112,4.9,1.1,747,91,9.4,1.1,2309,173,28.9,2,1999,154,25,1.7,1193,148,14.9,1.9,1096,136,13.7,1.6,446,101,5.6,1.2,145,58,1.8,0.7,52,30,0.7,0.4,121700,4006
0500000US36051,36051,"Livingston County, New York",,,,,,27427,187,27427,187,18990,378,69.2,1.3,389,116,1.4,0.4,1467,229,5.3,0.8,1527,333,5.6,1.2,1185,230,4.3,0.8,555,158,2,0.6,449,149,1.6,0.5,6,0.1,24432,369,2.47,0.05,2.13,0.11,24432,369,24432,1894,325,7.8,1.3,1759,202,9.8,1.1,4894,322,27.4,1.7,4613,309,25.8,1.7,3492,285,19.5,1.6,2119,217,11.8,1.2,753,177,4.2,1,222,78,1.2,0.4,36,18,0.2,0.1,125000,3956
0500000US36053,36053,"Madison County, New York",,,,,,32137,172,32137,172,23332,513,72.6,1.6,341,118,1.1,0.4,1973,285,6.1,0.9,1129,227,3.5,0.7,1193,259,3.7,0.8,504,141,1.6,0.4,554,132,1.7,0.4,5.9,0.1,26307,560,2.6,0.05,2.31,0.11,26307,560,26307,1609,247,6.1,0.9,1917,221,9.6,1.1,5192,371,26,1.7,4219,363,21.1,1.7,3256,285,16.3,1.4,3109,259,15.6,1.3,1846,233,9.2,1.2,333,101,1.7,0.5,113,53,0.6,0.3,132800,4961
0500000US36055,36055,"Monroe County, New York",,,,,,325818,523,325818,523,206453,1139,63.4,0.4,18530,870,5.7,0.3,22322,905,6.9,0.3,19971,908,6.1,0.3,22851,934,7,0.3,9641,706,3,0.2,23196,938,7.1,0.3,5.9,0.1,300496,1309,2.54,0.02,2.16,0.02,300496,1309,300496,34447,945,11.5,0.3,10331,502,5.4,0.3,35536,979,18.5,0.5,58815,1065,30.7,0.5,39632,1189,20.7,0.6,30548,1036,15.9,0.5,12884,650,6.7,0.3,3238,317,1.7,0.2,797,179,0.4,0.1,142300,996
0500000US36057,36057,"Montgomery County, New York",,,,,,23480,119,23480,119,13467,351,57.4,1.4,789,165,3.4,0.7,4651,302,19.8,1.3,1665,225,7.1,1,468,111,2,0.5,319,91,1.4,0.4,430,96,1.8,0.4,5.9,0.1,19700,304,2.51,0.06,2.35,0.09,19700,304,19700,2503,262,12.7,1.3,1887,198,13.9,1.4,4907,334,36.2,2.2,2895,302,21.3,2.1,1912,219,14.1,1.6,1344,170,9.9,1.3,385,103,2.8,0.8,161,63,1.2,0.5,74,40,0.5,0.3,99900,3850
0500000US36059,36059,"Nassau County, New York",,,,,,471031,346,471031,346,358592,1599,76.1,0.3,13578,690,2.9,0.1,31526,1299,6.7,0.3,9793,736,2.1,0.2,6960,570,1.5,0.1,10011,710,2.1,0.2,39596,972,8.4,0.2,6.6,0.1,444136,1314,3.11,0.01,2.67,0.04,444136,1314,444136,33049,1221,7.4,0.3,6959,476,1.9,0.1,2763,344,0.8,0.1,2944,339,0.8,0.1,6008,409,1.7,0.1,27799,1081,7.8,0.3,166225,2055,46.4,0.5,116672,1690,32.6,0.5,28612,723,8,0.2,460700,1594
0500000US36061,36061,"New York County, New York",,,,,,872645,716,872645,716,9217,767,1.1,0.1,6573,648,0.8,0.1,8723,704,1,0.1,18770,1327,2.2,0.2,46907,1929,5.4,0.2,94542,2605,10.8,0.3,686920,3076,78.7,0.3,3.3,0.1,758345,3842,2.01,0.02,2.13,0.01,758345,3842,758345,583560,4758,77,0.4,5527,737,3,0.4,2702,463,1.5,0.3,2039,403,1.1,0.2,1235,257,0.7,0.1,5310,610,2.9,0.3,22739,1263,12.5,0.7,60474,2036,33.1,0.9,82427,1883,45.2,0.9,915300,14939
0500000US36063,36063,"Niagara County, New York",,,,,,100104,157,100104,157,69512,802,69.4,0.8,2219,301,2.2,0.3,9149,602,9.1,0.6,5739,504,5.7,0.5,3987,406,4,0.4,2135,272,2.1,0.3,3839,350,3.8,0.3,5.9,0.1,87978,878,2.48,0.03,2.09,0.05,87978,878,87978,8686,498,9.9,0.5,7057,461,11.2,0.7,19569,692,31.1,1,14400,667,22.9,1,10460,554,16.6,0.9,7681,505,12.2,0.8,2673,319,4.3,0.5,796,180,1.3,0.3,252,102,0.4,0.2,114800,1762
0500000US36065,36065,"Oneida County, New York",,,,,,104998,314,104998,314,64517,768,61.4,0.7,1600,262,1.5,0.3,14014,672,13.3,0.6,7331,541,7,0.5,3819,410,3.6,0.4,2004,282,1.9,0.3,5027,345,4.8,0.3,5.8,0.1,90472,856,2.51,0.03,2.26,0.04,90472,856,90472,10135,588,11.2,0.6,5843,343,9.7,0.6,17842,676,29.6,1,15150,623,25.1,0.9,9685,596,16.1,0.9,7482,405,12.4,0.7,3126,358,5.2,0.6,932,152,1.5,0.3,211,76,0.4,0.1,120000,1548
0500000US36067,36067,"Onondaga County, New York",,,,,,206707,519,206707,519,129642,1107,62.7,0.5,8957,538,4.3,0.3,17811,780,8.6,0.4,10385,635,5,0.3,13073,646,6.3,0.3,8759,477,4.2,0.2,15916,584,7.7,0.3,6,0.1,185840,1160,2.55,0.02,2.17,0.03,185840,1160,185840,22800,767,12.3,0.4,5670,361,4.7,0.3,26779,711,22.2,0.5,34743,965,28.8,0.7,23150,675,19.2,0.5,19199,690,15.9,0.6,8081,455,6.7,0.4,2392,275,2,0.2,592,156,0.5,0.1,139400,1189
0500000US36069,36069,"Ontario County, New York",,,,,,50074,147,50074,147,33575,504,67.1,1,2351,226,4.7,0.4,2163,317,4.3,0.6,2480,355,5,0.7,2423,283,4.8,0.6,1048,205,2.1,0.4,2385,251,4.8,0.5,6.1,0.1,44269,492,2.52,0.04,2.03,0.07,44269,492,44269,3145,360,7.1,0.8,2652,263,8.2,0.8,5467,417,16.9,1.2,7156,409,22.1,1.2,6060,435,18.7,1.3,6002,432,18.5,1.4,3903,324,12.1,1,887,165,2.7,0.5,262,110,0.8,0.3,156500,3132
0500000US36071,36071,"Orange County, New York",,,,,,141493,268,141493,268,87774,935,62,0.6,9468,630,6.7,0.4,9604,584,6.8,0.4,9843,557,7,0.4,8864,481,6.3,0.3,6222,495,4.4,0.4,6180,433,4.4,0.3,6,0.1,126460,833,3,0.03,2.7,0.05,126460,833,126460,12637,685,10,0.5,3146,386,3.6,0.4,3282,345,3.8,0.4,6480,511,7.5,0.6,12685,697,14.7,0.8,29040,957,33.6,0.9,25387,870,29.4,1,5706,529,6.6,0.6,723,145,0.8,0.2,260300,3285
0500000US36073,36073,"Orleans County, New York",,,,,,18528,151,18528,151,13535,358,73.1,1.8,293,127,1.6,0.7,1099,220,5.9,1.2,663,147,3.6,0.8,605,190,3.3,1,262,146,1.4,0.8,235,78,1.3,0.4,6,0.2,16214,368,2.45,0.06,2.17,0.1,16214,368,16214,1229,204,7.6,1.2,1638,234,13.5,1.8,5047,329,41.5,2.4,2705,267,22.2,2,1610,199,13.2,1.6,765,132,6.3,1.1,242,69,2,0.6,108,65,0.9,0.5,51,45,0.4,0.4,93600,2853
0500000US36075,36075,"Oswego County, New York",,,,,,54304,142,54304,142,35887,721,66.1,1.3,568,140,1,0.3,3236,314,6,0.6,2299,279,4.2,0.5,1790,255,3.3,0.5,784,170,1.4,0.3,1244,154,2.3,0.3,5.8,0.1,45881,534,2.58,0.04,2.32,0.06,45881,534,45881,3996,362,8.7,0.8,5016,449,15.1,1.3,12159,571,36.5,1.5,7470,440,22.4,1.3,4428,382,13.3,1.1,3168,303,9.5,0.9,768,142,2.3,0.4,189,67,0.6,0.2,104,86,0.3,0.3,97800,2171
0500000US36077,36077,"Otsego County, New York",,,,,,31098,177,31098,177,21756,301,70,1.1,350,106,1.1,0.3,1886,247,6.1,0.8,1537,228,4.9,0.7,938,177,3,0.6,180,82,0.6,0.3,553,127,1.8,0.4,5.9,0.2,23627,402,2.4,0.05,2.15,0.09,23627,402,23627,1930,223,8.2,0.9,1716,183,9.8,1,3794,287,21.6,1.6,3813,268,21.7,1.4,2906,245,16.6,1.4,3037,272,17.3,1.5,1517,188,8.6,1.1,620,118,3.5,0.7,150,58,0.9,0.3,141900,4672
0500000US36079,36079,"Putnam County, New York",,,,,,38578,181,38578,181,30120,417,78.1,1,2787,317,7.2,0.8,1765,284,4.6,0.7,1159,267,3,0.7,1138,227,2.9,0.6,464,181,1.2,0.5,829,143,2.1,0.4,6.2,0.1,34316,490,2.9,0.04,2.45,0.15,34316,490,34316,1759,283,5.1,0.8,609,159,2.2,0.6,258,91,0.9,0.3,751,152,2.7,0.5,1383,194,4.9,0.7,6452,444,23,1.5,12743,575,45.3,2,5237,439,18.6,1.5,668,143,2.4,0.5,357700,4853
0500000US36081,36081,"Queens County, New York",,,,,,850422,527,850422,527,161420,1999,19,0.2,73433,1448,8.6,0.2,174667,2387,20.5,0.3,94358,1915,11.1,0.2,47978,1400,5.6,0.2,32206,1166,3.8,0.1,264873,2148,31.1,0.3,4.3,0.1,777904,2128,3.17,0.02,2.81,0.02,777904,2128,777904,287040,2747,36.9,0.3,8675,579,2.5,0.2,4240,374,1.2,0.1,8946,639,2.6,0.2,15825,840,4.6,0.2,38628,1206,11.2,0.3,107466,1864,31.1,0.5,144295,1677,41.7,0.4,17966,717,5.2,0.2,481300,2240
0500000US36083,36083,"Rensselaer County, New York",,,,,,72663,187,72663,187,41184,637,56.7,0.9,2185,271,3,0.4,10038,579,13.8,0.8,5819,544,8,0.7,4541,404,6.2,0.6,2661,401,3.7,0.6,4136,346,5.7,0.5,5.7,0.1,64456,518,2.54,0.04,2.12,0.05,64456,518,64456,6369,457,9.9,0.7,1731,245,4.2,0.6,3809,368,9.3,0.9,7563,452,18.5,1,10327,650,25.3,1.5,10941,535,26.8,1.3,5547,413,13.6,1,780,155,1.9,0.4,180,87,0.4,0.2,183400,2983
0500000US36085,36085,"Richmond County, New York",,,,,,179179,281,179179,281,61903,1347,34.5,0.8,45771,1128,25.5,0.6,41297,1350,23,0.7,6098,614,3.4,0.3,3200,384,1.8,0.2,2556,356,1.4,0.2,17867,613,10,0.3,5.6,0.1,166150,907,2.98,0.02,2.47,0.05,166150,907,166150,28365,890,17.1,0.5,2327,282,2,0.2,890,197,0.8,0.2,1396,274,1.2,0.2,1245,226,1.1,0.2,10057,643,8.7,0.5,53060,1149,46,0.8,43376,1022,37.6,0.8,3077,351,2.7,0.3,460200,3156
0500000US36087,36087,"Rockland County, New York",,,,,,105530,189,105530,189,60221,856,57.1,0.8,8744,509,8.3,0.5,6707,616,6.4,0.6,8623,577,8.2,0.5,7741,531,7.3,0.5,3912,357,3.7,0.3,8225,529,7.8,0.5,6.4,0.2,99935,605,3.15,0.03,3.25,0.07,99935,605,99935,10506,632,10.5,0.6,1726,290,2.5,0.4,1231,218,1.8,0.3,1251,270,1.8,0.4,2146,303,3.1,0.4,8274,564,12,0.8,32068,831,46.6,1.1,20123,659,29.2,0.9,2003,227,2.9,0.3,425100,4054
0500000US36089,36089,"St. Lawrence County, New York",,,,,,52908,268,52908,268,37683,684,71.2,1.3,737,168,1.4,0.3,2204,341,4.2,0.6,2795,357,5.3,0.7,1127,226,2.1,0.4,692,146,1.3,0.3,1685,230,3.2,0.4,5.7,0.2,41638,547,2.49,0.04,2.08,0.06,41638,547,41638,4074,402,9.8,0.9,5152,366,17.1,1.2,12417,524,41.1,1.5,4959,355,16.4,1.1,3190,274,10.6,0.9,2278,233,7.5,0.8,1328,153,4.4,0.5,647,121,2.1,0.4,218,84,0.7,0.3,88000,1672
0500000US36091,36091,"Saratoga County, New York",,,,,,103766,186,103766,186,65270,847,62.9,0.8,4852,378,4.7,0.4,6251,571,6,0.5,6299,598,6.1,0.6,4700,585,4.5,0.6,3390,392,3.3,0.4,4902,453,4.7,0.4,6,0.1,93129,693,2.55,0.03,1.98,0.05,93129,693,93129,4139,442,4.4,0.5,4850,416,7.3,0.6,2926,358,4.4,0.5,4520,374,6.8,0.6,11371,633,17.1,0.9,21299,767,32,1,16999,677,25.5,1,4148,303,6.2,0.5,511,145,0.8,0.2,243600,2996
0500000US36093,36093,"Schenectady County, New York",,,,,,69062,154,69062,154,40671,586,58.9,0.9,1336,202,1.9,0.3,12229,644,17.7,0.9,4255,400,6.2,0.6,3445,404,5,0.6,2876,328,4.2,0.5,3724,288,5.4,0.4,5.6,0.2,53825,775,2.97,0.05,2.44,0.09,53825,775,53825,5954,479,11.1,0.9,1408,224,3.9,0.6,5111,452,14,1.2,8701,427,23.8,1.2,9042,465,24.8,1.2,8180,433,22.4,1,3404,281,9.3,0.7,550,119,1.5,0.3,123,65,0.3,0.2,164100,1939
0500000US36095,36095,"Schoharie County, New York",,,,,,17465,101,17465,101,12676,291,72.6,1.6,82,34,0.5,0.2,729,133,4.2,0.8,843,164,4.8,0.9,434,124,2.5,0.7,216,77,1.2,0.4,339,95,1.9,0.5,5.7,0.2,12539,276,2.47,0.06,2.21,0.13,12539,276,12539,839,159,6.7,1.3,832,144,8.8,1.5,2089,218,22.1,2.1,2055,206,21.7,2.3,1959,211,20.7,2.2,1594,197,16.8,2,761,114,8,1.2,157,50,1.7,0.5,24,14,0.3,0.2,143300,6295
0500000US36097,36097,"Schuyler County, New York",,,,,,9691,46,9691,46,6873,242,70.9,2.5,35,25,0.4,0.3,311,83,3.2,0.9,288,82,3,0.8,151,62,1.6,0.6,52,28,0.5,0.3,204,49,2.1,0.5,5.8,0.2,7444,218,2.39,0.08,2.4,0.18,7444,218,7444,507,100,6.8,1.3,600,117,10.5,1.9,1771,203,31.1,3.3,1248,173,21.9,2.8,877,153,15.4,2.6,730,145,12.8,2.6,329,102,5.8,1.8,99,45,1.7,0.8,34,22,0.6,0.4,114700,5547
0500000US36099,36099,"Seneca County, New York",,,,,,16293,157,16293,157,11460,300,70.3,1.9,193,82,1.2,0.5,813,180,5,1.1,731,184,4.5,1.1,498,129,3.1,0.8,115,53,0.7,0.3,282,119,1.7,0.7,6,0.2,13536,287,2.44,0.06,2.06,0.11,13536,287,13536,1026,235,7.6,1.7,1120,163,11.3,1.6,3957,252,39.9,2.3,1979,211,20,2,1138,191,11.5,2,930,122,9.4,1.2,559,97,5.6,1,177,46,1.8,0.5,52,28,0.5,0.3,98400,3190
0500000US36101,36101,"Steuben County, New York",,,,,,49363,160,49363,160,33170,517,67.2,1,712,160,1.4,0.3,3139,292,6.4,0.6,1897,244,3.8,0.5,1330,240,2.7,0.5,518,109,1,0.2,1100,145,2.2,0.3,5.9,0.1,40351,456,2.47,0.03,2.14,0.06,40351,456,40351,3658,322,9.1,0.8,4440,332,15.3,1.1,10984,431,37.9,1.3,5623,328,19.4,1.1,3403,229,11.8,0.8,2631,218,9.1,0.8,1278,150,4.4,0.5,466,87,1.6,0.3,131,78,0.5,0.3,95300,1814
0500000US36103,36103,"Suffolk County, New York",,,,,,574342,459,574342,459,459741,1787,80,0.3,25738,967,4.5,0.2,22161,1214,3.9,0.2,12738,847,2.2,0.1,16085,851,2.8,0.1,14027,675,2.4,0.1,18621,865,3.2,0.2,6.4,0.1,489328,2013,3.09,0.02,2.63,0.04,489328,2013,489328,25965,1082,5.3,0.2,9186,600,2.3,0.2,5015,552,1.3,0.1,7270,530,1.8,0.1,14007,825,3.6,0.2,69991,1676,17.8,0.4,186626,2122,47.5,0.4,84548,1497,21.5,0.4,16422,719,4.2,0.2,379400,1224
0500000US36105,36105,"Sullivan County, New York",,,,,,50232,157,50232,157,35607,605,70.9,1.2,1210,194,2.4,0.4,2694,339,5.4,0.7,2110,321,4.2,0.6,2344,347,4.7,0.7,635,199,1.3,0.4,793,187,1.6,0.4,5.3,0.1,27679,622,2.61,0.07,2.55,0.12,27679,622,27679,2917,380,10.5,1.3,1323,210,7.1,1.1,3074,307,16.6,1.6,3050,313,16.5,1.6,3891,318,21,1.6,4148,369,22.4,1.9,2194,265,11.8,1.4,649,129,3.5,0.7,192,56,1,0.3,167900,3511
0500000US36107,36107,"Tioga County, New York",,,,,,22427,87,22427,87,15607,357,69.6,1.6,144,51,0.6,0.2,1396,238,6.2,1.1,653,142,2.9,0.6,275,110,1.2,0.5,273,107,1.2,0.5,399,121,1.8,0.5,6.1,0.1,19996,368,2.49,0.06,2.25,0.13,19996,368,19996,1223,228,6.1,1.2,2040,249,13.2,1.5,4454,364,28.9,2.3,3976,315,25.8,1.9,2432,264,15.8,1.6,1849,216,12,1.4,497,125,3.2,0.8,124,65,0.8,0.4,50,40,0.3,0.3,113000,3436
0500000US36109,36109,"Tompkins County, New York",,,,,,42727,261,42727,261,21781,594,51,1.4,1510,226,3.5,0.5,3553,421,8.3,1,3522,431,8.2,1,3478,419,8.1,1,1875,317,4.4,0.7,3601,367,8.4,0.9,5.3,0.1,38986,584,2.51,0.05,2.09,0.06,38986,584,38986,5738,482,14.7,1.2,1740,277,8,1.3,1986,293,9.2,1.3,3599,350,16.6,1.5,4228,325,19.5,1.4,5532,402,25.6,1.8,3499,294,16.2,1.4,957,177,4.4,0.8,89,48,0.4,0.2,190100,5183
0500000US36111,36111,"Ulster County, New York",,,,,,84647,301,84647,301,59136,727,69.9,0.8,2293,287,2.7,0.3,5919,502,7,0.6,3972,453,4.7,0.5,3360,308,4,0.4,1923,266,2.3,0.3,2426,295,2.9,0.3,5.6,0.2,69662,872,2.53,0.04,2.17,0.05,69662,872,69662,5179,495,7.4,0.7,2142,317,4.4,0.6,2657,302,5.5,0.6,5825,503,12,1,9927,524,20.5,1,15067,718,31.2,1.3,9407,584,19.5,1.2,2662,324,5.5,0.6,656,164,1.4,0.3,221600,3272
0500000US36113,36113,"Warren County, New York",,,,,,39559,101,39559,101,28357,548,71.7,1.4,1007,172,2.5,0.4,2966,375,7.5,0.9,2093,347,5.3,0.9,1457,257,3.7,0.6,618,142,1.6,0.4,1052,169,2.7,0.4,5.7,0.2,27249,406,2.43,0.05,2.13,0.12,27249,406,27249,2444,266,9,1,1187,220,6.1,1.1,1596,255,8.1,1.3,3625,325,18.5,1.6,3926,320,20,1.6,4970,428,25.4,2.1,2732,297,13.9,1.5,996,153,5.1,0.8,573,143,2.9,0.7,192800,5624
0500000US36115,36115,"Washington County, New York",,,,,,29367,110,29367,110,21921,410,74.6,1.4,430,129,1.5,0.4,2008,288,6.8,1,1448,278,4.9,0.9,921,225,3.1,0.8,97,62,0.3,0.2,607,149,2.1,0.5,5.7,0.1,23988,484,2.48,0.06,2.41,0.11,23988,484,23988,1522,240,6.3,1,1169,192,6.7,1.1,3685,293,21.1,1.6,4278,353,24.5,1.8,3708,273,21.3,1.5,2814,287,16.1,1.6,1167,170,6.7,1,469,141,2.7,0.8,141,62,0.8,0.4,144900,3937
0500000US36117,36117,"Wayne County, New York",,,,,,41561,198,41561,198,30671,555,73.8,1.3,806,176,1.9,0.4,2135,314,5.1,0.8,1759,287,4.2,0.7,1248,218,3,0.5,388,109,0.9,0.3,996,178,2.4,0.4,6,0.1,36578,434,2.55,0.04,2.14,0.09,36578,434,36578,2524,290,6.9,0.8,2641,246,9.4,0.9,8282,396,29.5,1.2,7694,528,27.4,1.7,4891,407,17.4,1.5,3219,306,11.5,1.1,1040,169,3.7,0.6,239,74,0.9,0.3,103,47,0.4,0.2,118900,2606
0500000US36119,36119,"Westchester County, New York",,,,,,373236,440,373236,440,165520,1628,44.3,0.4,21150,714,5.7,0.2,31339,1147,8.4,0.3,31628,1221,8.5,0.3,18798,916,5,0.2,15903,872,4.3,0.2,88139,1553,23.6,0.4,5.3,0.1,345885,1458,2.84,0.02,2.59,0.03,345885,1458,345885,49674,1440,14.4,0.4,3942,362,1.9,0.2,4931,440,2.3,0.2,7829,563,3.7,0.3,9134,618,4.3,0.3,18676,976,8.8,0.5,58915,1470,27.7,0.6,80499,1463,37.8,0.7,28805,820,13.5,0.4,513300,5430
0500000US36121,36121,"Wyoming County, New York",,,,,,18085,103,18085,103,13730,299,75.9,1.6,278,78,1.5,0.4,1133,179,6.3,1,747,143,4.1,0.8,487,118,2.7,0.6,174,97,1,0.5,243,80,1.3,0.4,6.3,0.2,15686,280,2.48,0.05,2.12,0.11,15686,280,15686,997,188,6.4,1.2,1253,144,10.5,1.2,4072,274,34.2,2.1,3020,256,25.4,2,1913,196,16.1,1.6,1096,157,9.2,1.3,373,85,3.1,0.7,130,46,1.1,0.4,40,28,0.3,0.2,108500,2811
0500000US36123,36123,"Yates County, New York",,,,,,13771,89,13771,89,10936,287,79.4,2,82,40,0.6,0.3,501,109,3.6,0.8,264,94,1.9,0.7,278,81,2,0.6,117,51,0.8,0.4,221,67,1.6,0.5,5.9,0.2,9338,316,2.63,0.1,2.26,0.19,9338,316,9338,1238,169,13.3,1.6,568,123,7.9,1.6,1934,220,26.9,2.7,1663,193,23.1,2.5,916,133,12.7,1.9,848,129,11.8,1.7,693,109,9.6,1.5,487,99,6.8,1.4,87,31,1.2,0.4,128900,7072